chance_of_playing_next_round, chance_of_playing_this_round, code, cost_change_event, cost_change_event_fall, cost_change_start, cost_change_start_fall, dreamteam_count, element_type, ep_next, ep_this, event_points, first_name, form, id, in_dreamteam, news, news_added, now_cost, photo, points_per_game, second_name, selected_by_percent, special, squad_number, status, team, team_code, total_points, transfers_in, transfers_in_event, transfers_out, transfers_out_event, value_form, value_season, web_name, minutes, goals_scored, assists, clean_sheets, goals_conceded, own_goals, penalties_saved, penalties_missed, yellow_cards, red_cards, saves, bonus, bps, influence, creativity, threat, ict_index
None, None, 54694, 0, 0, 0, 0, 1, 4, 9.5, 9.0, 9, Pierre-Emerick, 9.0, 11, True, , None, 110, 54694.jpg, 7.6, Aubameyang, 25.9, False, None, a, 1, 3, 53, 762301, 170099, 825845, 15890, 0.8, 4.8, Aubameyang, 630, 7, 1, 1, 11, 0, 0, 0, 2, 0, 0, 10, 215, 280.4, 106.8, 337.0, 72.3, 
0, 0, 59966, 0, 0, -2, 2, 0, 4, 0.0, 0.0, 0, Alexandre, 1.2, 12, False, Ankle injury - Expected back 21 Oct, 2019-09-01T18:30:14.246208Z, 93, 59966.jpg, 4.7, Lacazette, 1.5, False, None, i, 1, 3, 14, 71251, 211, 218510, 5088, 0.1, 1.5, Lacazette, 145, 2, 0, 0, 3, 0, 0, 0, 1, 0, 0, 2, 49, 78.8, 24.4, 129.0, 23.3, 
0, 0, 205533, 0, 0, -1, 1, 0, 4, 0.0, 0.0, 0, Edward, 0.0, 13, False, Joined Leeds United on loan until the end of the season on 8/8. - Expected back 01 Jul, 2019-08-08T15:30:15.638344Z, 44, 205533.jpg, 0.0, Nketiah, 0.8, False, None, n, 1, 3, 0, 31347, 852, 84897, 3492, 0.0, 0.0, Nketiah, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 80201, 0, 0, 0, 0, 0, 1, 3.0, 2.5, 3, Bernd, 2.5, 14, False, , None, 50, 80201.jpg, 3.0, Leno, 6.1, False, None, a, 1, 3, 21, 237128, 25345, 222310, 11844, 0.5, 4.2, Leno, 630, 0, 0, 1, 11, 0, 0, 0, 2, 0, 32, 1, 130, 194.4, 0.0, 0.0, 19.4, 
100, 100, 37605, 0, 0, -2, 2, 0, 3, 1.0, 0.5, 0, Mesut, 0.5, 15, False, , 2019-08-09T17:00:13.419733Z, 73, 37605.jpg, 2.0, Özil, 0.7, False, None, a, 1, 3, 2, 13600, 1446, 82996, 3259, 0.1, 0.3, Özil, 70, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 15, 6.4, 18.8, 2.0, 2.7, 
0, 0, 57249, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Henrikh, 0.2, 16, False, Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul, 2019-09-02T23:30:14.832021Z, 68, 57249.jpg, 1.3, Mkhitaryan, 0.9, False, None, n, 1, 3, 4, 22500, 38, 107973, 2075, 0.0, 0.6, Mkhitaryan, 110, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5.4, 33.9, 46.0, 8.6, 
100, 100, 84450, 0, 0, -2, 2, 0, 3, 1.7, 1.2, 1, Granit, 1.2, 18, False, , 2019-09-08T21:00:18.761460Z, 53, 84450.jpg, 1.5, Xhaka, 0.8, False, None, a, 1, 3, 9, 24807, 2023, 77022, 2868, 0.2, 1.7, Xhaka, 521, 0, 0, 1, 10, 0, 0, 0, 4, 0, 0, 0, 65, 90.0, 84.7, 25.0, 20.0, 
100, 100, 198849, -1, 1, -2, 2, 0, 3, 1.7, 1.2, 1, Lucas, 1.2, 19, False, , 2019-09-08T21:00:18.773636Z, 48, 198849.jpg, 2.0, Torreira, 1.4, False, None, a, 1, 3, 12, 46416, 1865, 98379, 5483, 0.2, 2.4, Torreira, 193, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 48, 72.0, 65.9, 89.0, 22.7, 
0, 0, 153256, 0, 0, -2, 2, 0, 3, 0.0, 0.0, 0, Mohamed, 0.0, 20, False, Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul, 2019-08-31T11:30:14.714406Z, 43, 153256.jpg, 0.0, Elneny, 0.7, False, None, n, 1, 3, 0, 53478, 13142, 41937, 5414, 0.0, 0.0, Elneny, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 242166, 0, 0, 1, -1, 0, 3, 4.0, 3.5, 2, Matteo, 3.5, 21, False, , None, 46, 242166.jpg, 3.0, Guendouzi, 10.8, False, None, a, 1, 3, 21, 620771, 71043, 295785, 28613, 0.8, 4.6, Guendouzi, 601, 0, 2, 1, 10, 0, 0, 0, 2, 0, 0, 2, 106, 135.2, 95.0, 72.0, 30.3, 
None, None, 41270, 0, 0, -2, 2, 0, 2, 1.7, 1.2, 2, David, 1.2, 106, False, , None, 58, 41270.jpg, 1.0, Luiz Moreira Marinho, 5.3, False, None, a, 1, 3, 6, 52851, 4068, 315985, 13088, 0.2, 1.0, David Luiz, 540, 0, 0, 0, 11, 0, 0, 0, 2, 0, 0, 0, 77, 141.6, 17.0, 26.0, 18.5, 
None, None, 98980, 0, 0, -1, 1, 0, 1, 0.5, 0.0, 0, Emiliano, 0.0, 427, False, , None, 44, 98980.jpg, 0.0, Martínez, 0.3, False, None, a, 1, 3, 0, 3108, 252, 8033, 519, 0.0, 0.0, Martínez, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 101184, 0, 0, -1, 1, 0, 2, 2.5, 2.0, 1, Calum, 2.0, 467, False, , None, 44, 101184.jpg, 4.7, Chambers, 1.0, False, None, a, 1, 3, 14, 51405, 8016, 49486, 2910, 0.5, 3.2, Chambers, 225, 1, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 52, 67.8, 24.0, 35.0, 12.7, 
None, None, 182539, 0, 0, 1, -1, 1, 3, 1.7, 1.2, 1, Daniel, 1.2, 469, False, , None, 56, 182539.jpg, 2.7, Ceballos Fernández, 9.5, False, None, a, 1, 3, 19, 966583, 10041, 662725, 94395, 0.2, 3.4, Ceballos, 360, 0, 2, 0, 7, 0, 0, 0, 0, 0, 0, 3, 73, 87.8, 101.1, 53.0, 24.1, 
100, 100, 195735, -1, 1, -2, 2, 0, 3, 4.7, 4.2, 2, Nicolas, 4.2, 488, False, , 2019-08-09T09:30:12.533555Z, 93, 195735.jpg, 3.0, Pépé, 3.3, False, None, a, 1, 3, 21, 140585, 15849, 270542, 22053, 0.4, 2.2, Pépé, 497, 1, 1, 0, 10, 0, 0, 0, 1, 0, 0, 2, 76, 113.0, 156.8, 221.0, 49.2, 
None, None, 200641, -1, 1, -2, 2, 0, 3, 1.0, 0.5, 1, Reiss, 0.5, 489, False, , None, 53, 200641.jpg, 1.2, Nelson, 0.1, False, None, a, 1, 3, 5, 7176, 187, 11241, 569, 0.1, 0.9, Nelson, 150, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 15, 27.2, 50.3, 67.0, 14.5, 
100, 100, 200089, 0, 0, 0, 0, 0, 3, 1.3, 0.8, 1, Joseph, 0.8, 490, False, , 2019-09-07T11:30:17.190466Z, 50, 200089.jpg, 1.7, Willock, 0.3, False, None, a, 1, 3, 10, 20768, 718, 20605, 1270, 0.2, 2.0, Willock, 291, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 45, 41.4, 79.4, 52.0, 17.3, 
None, None, 444145, 0, 0, 0, 0, 0, 4, 0.5, 0.0, 0, Gabriel Teodoro, 0.0, 504, False, , None, 45, 444145.jpg, 1.0, Martinelli Silva, 1.4, False, None, a, 1, 3, 1, 107659, 6773, 100277, 5608, 0.0, 0.2, Martinelli, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1.0, 0.5, 0.0, 0.2, 
100, 100, 192895, 0, 0, -1, 1, 0, 2, 0.5, 0.0, 0, Kieran, 0.0, 515, False, , 2019-08-09T12:00:11.271398Z, 54, 192895.jpg, 0.0, Tierney, 0.7, False, None, a, 1, 3, 0, 26113, 13062, 39125, 1096, 0.0, 0.0, Tierney, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
100, 100, 223340, 0, 0, 0, 0, 0, 3, 2.5, 2.0, 5, Bukayo, 2.0, 541, False, , 2019-09-24T21:30:13.707726Z, 45, 223340.jpg, 3.0, Saka, 0.7, False, None, a, 1, 3, 6, 44548, 34850, 4145, 2180, 0.4, 1.3, Saka, 124, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 22, 40.2, 45.3, 46.0, 13.2, 
None, None, 37339, -1, 1, -2, 2, 0, 2, -0.2, -0.2, 0, Ahmed, 0.3, 22, False, , None, 43, 37339.jpg, 1.4, El Mohamady, 1.2, False, None, a, 2, 7, 7, 33697, 1204, 90555, 6813, 0.1, 1.6, El Mohamady, 230, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 53, 61.0, 88.2, 2.0, 15.1, 
0, 0, 43252, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, James, 0.0, 23, False, Lack of match fitness - Expected back 19 Oct, 2019-08-08T17:00:13.859858Z, 44, 43252.jpg, 0.0, Chester, 0.1, False, None, i, 2, 7, 0, 173, 10, 5423, 160, 0.0, 0.0, Chester, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 47390, 0, 0, 0, 0, 0, 2, 1.8, 1.8, 0, Neil, 2.3, 24, False, , None, 45, 47390.jpg, 2.3, Taylor, 0.3, False, None, a, 2, 7, 16, 15190, 527, 12279, 1814, 0.5, 3.6, Taylor, 568, 0, 0, 2, 11, 0, 0, 0, 1, 0, 0, 0, 95, 90.8, 27.5, 26.0, 14.5, 
100, 100, 123354, 0, 0, 0, 0, 0, 2, -0.5, -0.5, 0, Kortney, 0.0, 25, False, , 2019-08-15T13:00:13.496241Z, 45, 123354.jpg, 0.0, Hause, 0.1, False, None, a, 2, 7, 0, 457, 32, 2902, 159, 0.0, 0.0, Hause, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 25, 54764, 0, 0, -1, 1, 0, 4, -0.1, -0.1, 0, Jonathan, 0.0, 26, False, Head injury - Expected back 19 Oct, 2019-10-03T12:30:10.314025Z, 54, 54764.jpg, 1.0, Kodjia, 0.1, False, None, i, 2, 7, 1, 2078, 36, 23688, 391, 0.0, 0.2, Kodjia, 16, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0.0, 0.0, 2.0, 0.2, 
100, 100, 98770, 0, 0, -1, 1, 0, 1, -0.5, -0.5, 0, Ørjan, 0.0, 27, False, , 2019-07-30T15:00:08.973693Z, 44, 98770.jpg, 0.0, Nyland, 0.2, False, None, a, 2, 7, 0, 1858, 87, 6130, 385, 0.0, 0.0, Nyland, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 85242, 0, 0, -3, 3, 0, 3, 0.5, 0.5, 2, Conor, 1.0, 28, False, , None, 57, 85242.jpg, 1.5, Hourihane, 0.1, False, None, a, 2, 7, 6, 2043, 95, 13309, 358, 0.2, 1.1, Hourihane, 195, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 34, 28.4, 51.5, 63.0, 14.3, 
None, None, 114283, 0, 0, -1, 1, 0, 3, 2.8, 2.8, 2, Jack, 3.3, 29, False, , None, 59, 114283.jpg, 3.1, Grealish, 3.7, False, None, a, 2, 7, 22, 106286, 4203, 241047, 19879, 0.6, 3.7, Grealish, 630, 0, 2, 2, 11, 0, 0, 0, 2, 0, 0, 2, 118, 163.0, 225.5, 77.0, 46.6, 
100, 100, 193488, 0, 0, 0, 0, 0, 3, 4.5, 4.5, 7, Anwar, 5.0, 30, False, , 2019-08-04T16:30:15.264156Z, 55, 193488.jpg, 4.2, El Ghazi, 0.6, False, None, a, 2, 7, 25, 40056, 13936, 28005, 2360, 0.9, 4.5, El Ghazi, 421, 2, 1, 1, 9, 0, 0, 0, 0, 0, 0, 0, 75, 127.2, 86.2, 175.0, 39.0, 
None, None, 122806, 1, -1, 3, -3, 0, 3, 6.5, 6.5, 8, John, 7.0, 31, False, , None, 58, 122806.jpg, 5.4, McGinn, 11.0, False, None, a, 2, 7, 38, 800599, 183780, 278135, 13247, 1.2, 6.7, McGinn, 630, 3, 1, 2, 11, 0, 0, 0, 0, 0, 0, 4, 125, 223.4, 141.1, 193.0, 55.7, 
0, 0, 174597, 0, 0, -1, 1, 0, 3, 0.0, 0.0, 0, Andre, 0.0, 32, False, Joined Preston North End on loan until the end of the season on 1/8. - Expected back 01 Jul, 2019-08-04T16:30:15.274646Z, 49, 174597.jpg, 0.0, Green, 0.0, False, None, n, 2, 7, 0, 151, 11, 1094, 36, 0.0, 0.0, Green, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
0, 0, 27770, 0, 0, 0, 0, 0, 3, 0.0, 0.0, 0, Birkir, 0.0, 33, False, Left Aston Villa by mutual consent on 8/8., 2019-08-08T15:30:15.672945Z, 45, 27770.jpg, 0.0, Bjarnason, 0.1, False, None, u, 2, 7, 0, 382, 10, 6270, 204, 0.0, 0.0, Bjarnason, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 221239, 0, 0, 0, 0, 0, 3, 0.2, 0.2, 1, Keinan, 0.7, 34, False, , None, 45, 221239.jpg, 1.0, Davis, 0.3, False, None, a, 2, 7, 4, 9886, 499, 15331, 1056, 0.2, 0.9, Davis, 41, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13, 9.2, 22.2, 4.0, 3.3, 
100, 0, 40564, 0, 0, -1, 1, 0, 3, -0.2, 0.0, 0, Henri, 0.3, 35, False, , 2019-09-25T23:00:14.221337Z, 44, 40564.jpg, 1.0, Lansbury, 0.7, False, None, a, 2, 7, 2, 63779, 456, 36429, 5726, 0.1, 0.5, Lansbury, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2.2, 1.1, 4.0, 0.8, 
None, None, 89274, 0, 0, -1, 1, 0, 3, 0.5, 0.5, 0, José Ignacio, 1.0, 36, False, , None, 59, 89274.jpg, 2.4, Peleteiro Romallo, 0.2, False, None, a, 2, 7, 12, 10394, 247, 17861, 1662, 0.2, 2.0, Jota, 245, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 32, 41.8, 53.7, 21.0, 11.6, 
None, None, 21205, 0, 0, 0, 0, 0, 1, 2.5, 2.5, 1, Tom, 3.0, 94, False, , None, 45, 21205.jpg, 3.0, Heaton, 6.7, False, None, a, 2, 7, 21, 198403, 6631, 157899, 11580, 0.7, 4.7, Heaton, 630, 0, 0, 2, 11, 0, 0, 0, 0, 0, 15, 0, 106, 106.8, 0.0, 0.0, 10.6, 
100, 100, 169359, 0, 0, -1, 1, 0, 2, 1.9, 2.5, 9, Matt, 3.0, 309, False, , 2019-09-29T10:00:18.754454Z, 44, 169359.jpg, 9.0, Targett, 0.4, False, None, a, 2, 7, 9, 2647, 804, 52626, 869, 0.7, 2.0, Targett, 61, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 31, 11.2, 17.2, 2.0, 3.0, 
None, None, 213345, 0, 0, 0, 0, 0, 4, 3.2, 3.2, 2, Wesley, 3.7, 428, False, , None, 60, 213345.jpg, 3.7, Moraes, 1.8, False, None, a, 2, 7, 26, 182454, 8140, 140962, 12854, 0.6, 4.3, Wesley, 604, 2, 0, 2, 9, 0, 0, 0, 0, 0, 0, 4, 74, 101.6, 55.1, 198.0, 35.4, 
100, 100, 79852, 0, 0, -1, 1, 0, 1, -0.5, -0.5, 0, Jed, 0.0, 429, False, , 2019-08-05T15:00:10.959066Z, 44, 79852.jpg, 0.0, Steer, 0.1, False, None, a, 2, 7, 0, 754, 38, 3634, 181, 0.0, 0.0, Steer, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 149484, 0, 0, 1, -1, 0, 2, 1.8, 1.8, 1, Tyrone, 2.3, 445, False, , None, 46, 149484.jpg, 3.3, Mings, 6.0, False, None, a, 2, 7, 23, 393011, 5515, 140214, 21539, 0.5, 5.0, Mings, 630, 0, 1, 2, 11, 0, 0, 0, 1, 0, 0, 3, 140, 208.6, 26.3, 12.0, 24.7, 
100, 100, 199798, 0, 0, -1, 1, 0, 2, -0.5, -0.5, 0, Ezri, 0.0, 452, False, , 2019-08-05T15:00:10.970602Z, 44, 199798.jpg, 0.0, Konsa Ngoyo, 0.1, False, None, a, 2, 7, 0, 624, 29, 2519, 162, 0.0, 0.0, Konsa, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 108156, 0, 0, 0, 0, 1, 2, 2.2, 2.2, 1, Bjorn, 2.7, 455, False, , None, 45, 108156.jpg, 3.0, Engels, 1.1, False, None, a, 2, 7, 21, 81408, 1320, 30258, 5620, 0.6, 4.7, Engels, 630, 0, 0, 2, 11, 0, 0, 0, 1, 0, 0, 4, 111, 127.6, 3.2, 11.0, 14.3, 
None, None, 203368, 0, 0, -1, 1, 0, 2, 3.2, 3.2, 4, Frédéric, 3.7, 458, False, , None, 44, 203368.jpg, 3.4, Guilbert, 0.8, False, None, a, 2, 7, 17, 46048, 4237, 31346, 2122, 0.8, 3.9, Guilbert, 444, 0, 1, 2, 6, 0, 0, 0, 2, 0, 0, 0, 68, 85.2, 59.9, 29.0, 17.4, 
100, 100, 148508, 0, 0, -2, 2, 0, 3, 1.2, 1.2, 3, Mahmoud Ahmed, 1.7, 465, False, , 2019-08-31T16:30:09.941826Z, 53, 148508.jpg, 1.3, Ibrahim Hassan, 1.1, False, None, a, 2, 7, 8, 46994, 2559, 172053, 3513, 0.3, 1.5, Trézéguet, 369, 0, 1, 1, 5, 0, 0, 0, 2, 1, 0, 0, 10, 69.2, 73.0, 169.0, 30.9, 
None, None, 230046, -1, 1, 0, 0, 0, 3, -0.2, -0.2, 0, Douglas Luiz, 0.3, 470, False, , None, 45, 230046.jpg, 3.2, Soares de Paulo, 3.9, False, None, a, 2, 7, 16, 397931, 7241, 213594, 34004, 0.1, 3.5, Douglas Luiz, 267, 1, 0, 2, 4, 0, 0, 0, 1, 0, 0, 2, 56, 79.6, 40.5, 16.0, 13.7, 
None, None, 88175, 0, 0, -1, 1, 0, 1, -0.5, -0.5, 0, Lovre, 0.0, 474, False, , None, 44, 88175.jpg, 0.0, Kalinic, 0.1, False, None, a, 2, 7, 0, 690, 61, 2617, 165, 0.0, 0.0, Kalinic, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 184704, 0, 0, -1, 1, 0, 3, 1.8, 1.8, 2, Marvelous, 2.3, 491, False, , None, 44, 184704.jpg, 2.3, Nakamba, 1.2, False, None, a, 2, 7, 7, 80869, 12298, 28484, 5737, 0.5, 1.6, Nakamba, 254, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 49, 56.6, 35.8, 7.0, 10.0, 
100, 100, 56917, 0, 0, 0, 0, 0, 2, 0.8, 1.3, 0, Steve, 1.3, 58, False, , 2019-07-30T11:30:12.364426Z, 50, 56917.jpg, 1.4, Cook, 0.2, False, None, a, 3, 91, 10, 6920, 430, 9063, 1166, 0.3, 2.0, Steve Cook, 630, 0, 0, 0, 12, 0, 0, 0, 1, 0, 0, 0, 93, 169.2, 21.4, 8.0, 19.9, 
None, None, 126184, 0, 0, -1, 1, 0, 2, 4.5, 5.0, 5, Nathan, 5.0, 59, False, , None, 49, 126184.jpg, 2.9, Aké, 12.0, False, None, a, 3, 91, 20, 165672, 27061, 520135, 18082, 1.0, 4.1, Aké, 630, 1, 1, 0, 12, 0, 0, 0, 1, 0, 0, 1, 128, 203.0, 34.7, 114.0, 35.1, 
0, 0, 41320, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Charlie, 0.0, 60, False, Knee injury - Unknown return date, 2019-08-25T15:30:14.994228Z, 44, 41320.jpg, 1.5, Daniels, 0.1, False, None, i, 3, 91, 3, 2987, 6, 13949, 472, 0.0, 0.7, Daniels, 126, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 18, 22.4, 29.6, 0.0, 5.2, 
25, 100, 223911, 0, 0, 0, 0, 1, 2, -0.2, 0.3, 0, Chris, 0.3, 61, False, Calf injury - 25% chance of playing, 2019-10-04T11:30:13.479244Z, 45, 223911.jpg, 3.2, Mepham, 1.2, False, None, d, 3, 91, 13, 84082, 146, 77643, 6580, 0.1, 2.9, Mepham, 271, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 53, 91.6, 2.5, 72.0, 16.6, 
100, 100, 15149, 0, 0, -1, 1, 0, 2, -0.2, 0.3, 1, Simon, 0.3, 62, False, , 2019-06-25T11:30:06.976202Z, 44, 15149.jpg, 1.0, Francis, 0.0, False, None, a, 3, 91, 1, 338, 147, 445, 54, 0.1, 0.2, Francis, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0.4, 0.3, 0.0, 0.1, 
0, 0, 54469, 0, 0, -1, 1, 0, 2, 0.0, 0.0, 0, Adam, 0.0, 63, False, Hamstring injury - Unknown return date, 2019-08-31T17:30:17.323480Z, 44, 54469.jpg, 1.2, Smith, 0.5, False, None, i, 3, 91, 5, 9134, 12, 71448, 4180, 0.0, 1.1, Adam Smith, 310, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 39, 26.6, 10.0, 63.0, 9.9, 
100, 100, 235530, 0, 0, -1, 1, 0, 2, -0.5, 0.0, 0, Lloyd, 0.0, 64, False, , 2019-08-04T16:00:15.955778Z, 44, 235530.jpg, 0.0, Kelly, 0.1, False, None, a, 3, 91, 0, 1443, 445, 4306, 223, 0.0, 0.0, Kelly, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 
None, None, 171129, 0, 0, 1, -1, 0, 2, 2.8, 3.3, 0, Diego, 3.3, 65, False, , None, 41, 171129.jpg, 3.0, Rico, 11.0, False, None, a, 3, 91, 12, 593597, 35718, 231237, 22488, 0.8, 2.9, Rico, 360, 0, 2, 0, 5, 0, 0, 0, 1, 0, 0, 0, 80, 112.8, 149.7, 11.0, 27.4, 
